epoch,nasa_weight,train_loss,train_weighted_loss,val_loss,learning_rate
1,2.0,301517.48605134827,302761.9685348537,369732.33896042715,0.0009990133642141358
2,2.0,292961.06492039585,293957.5003585772,354074.04809415626,0.000996057350657239
3,2.0,275206.39913224324,275867.90233254444,325340.4856956637,0.0009911436253643444
4,2.0,247015.3262783276,247664.72276606425,283991.6805543939,0.0009842915805643156
5,2.0,209286.82472748135,209809.52893717727,231933.08448228426,0.0009755282581475769
6,2.0,166734.13975096817,168454.98312446213,177525.6817296507,0.0009648882429441258
7,2.0,123258.13114511617,124761.18226925559,126765.23742289061,0.0009524135262330099
8,2.0,82156.61039694492,82366.2571693022,81833.29315301563,0.0009381533400219318
9,2.0,51476.994661682445,51806.11060312679,49666.92827377003,0.0009221639627510075
10,2.0,30191.97852795109,30329.995316646047,30779.70099922432,0.0009045084971874736
11,2.0,17541.86905210126,17663.58610334194,22429.05505765815,0.0008852566213878945
12,2.0,11058.097326246952,11202.917851652144,12407.84984114057,0.0008644843137107056
13,2.0,6848.521319093337,6993.238401989655,8766.510365575115,0.0008422735529643443
14,2.0,4428.217607315422,4531.237315893037,6484.686758510197,0.0008187119948743448
15,2.0,3341.4506819129197,3474.766161184918,5878.452819130789,0.0007938926261462366
16,2.0,2748.7081977463426,2897.586953001739,5822.45031434239,0.0007679133974894982
17,2.0,2145.4138133168835,2249.361608683618,4090.405062128108,0.0007408768370508576
18,2.0,1569.3082566034227,1662.3863597526265,5364.737873699979,0.0007128896457825362
19,2.0,1524.0892649840432,1625.9702207266566,4446.183600630957,0.0006840622763423389
20,2.0,1372.1661752338596,1457.6442141333189,4343.99223674685,0.0006545084971874735
21,2.0,1229.9999940120415,1331.8754833788278,4762.471905438901,0.0006243449435824271
22,2.0,1141.8712851545693,1236.5923938499534,4368.028174685578,0.0005936906572928622
23,2.0,1004.8329225803885,1092.117365177787,4533.470609545317,0.000562666616782152
24,2.0,869.7715390720247,956.7077503653005,5395.223196885198,0.0005313952597646566
25,2.0,860.4979058253101,935.5182015380159,4079.856359700592,0.0004999999999999998
26,2.0,789.131592952446,865.5116461941516,5380.067823920522,0.00046860474023534314
27,2.0,766.3078536243187,840.6347810326126,3942.9663683620633,0.00043733338321784774
28,2.0,630.5059069985298,709.2277756393879,3797.9575862805345,0.00040630934270713756
29,2.0,809.2007654992178,935.0970405407904,4639.270511186302,0.00037565505641757246
30,2.0,645.890306727748,721.1029739423655,5231.19571575609,0.00034549150281252633
31,2.0,612.9720693600294,687.5458938852508,4045.721391427405,0.00031593772365766105
32,2.0,723.6479410947361,792.5218828018548,4698.188700120262,0.00028711035421746355
33,2.0,639.8454770883199,705.6233285541721,4436.238479597589,0.0002591231629491422
34,2.0,602.9211708721045,661.2967364715558,4060.2435237325276,0.00023208660251050145
35,2.0,607.4340033823912,666.2644602545225,4517.058907480305,0.00020610737385376337
36,2.0,572.4403250558036,637.387612111392,4314.890336793245,0.00018128800512565502
