epoch,nasa_weight,train_loss,train_weighted_loss,val_loss,learning_rate
1,1.5,301520.6767964716,302143.1966975043,369741.16584621475,0.0009990133642141358
2,1.5,292981.11940619623,293479.6286395582,354131.1899870659,0.000996057350657239
3,1.5,275265.3131095812,275596.4477732358,325396.15387665655,0.0009911436253643444
4,1.5,246990.1142964716,247320.86674376077,283777.65476734046,0.0009842915805643156
5,1.5,209051.68844126505,209349.33864027538,231351.65975952815,0.0009755282581475769
6,1.5,166086.42631687465,166936.23189185312,176133.95501102234,0.0009648882429441258
7,1.5,121361.90968337636,121873.75795144866,122877.64417837425,0.0009524135262330099
8,1.5,80312.33451215576,80424.55203627008,79158.03320021793,0.0009381533400219318
9,1.5,50107.376418620916,50199.47570863812,49420.56848773952,0.0009221639627510075
10,1.5,29642.13829817036,29711.172819066443,31403.385234103494,0.0009045084971874736
11,1.5,17318.734624883462,17378.986253047908,21549.006426213844,0.0008852566213878945
12,1.5,11025.505243630772,11100.275746400781,12681.514053368062,0.0008644843137107056
13,1.5,6880.712647744997,6955.70879920351,9265.178334445132,0.0008422735529643443
14,1.5,4407.864093091114,4459.247537863507,6917.175715480852,0.0008187119948743448
15,1.5,3314.028613617416,3376.661970426348,5909.564597651769,0.0007938926261462366
16,1.5,2949.211897674403,3057.3841616465866,6216.44318145692,0.0007679133974894982
17,1.5,2022.293019174914,2073.018680189508,4337.8266548755155,0.0007408768370508576
18,1.5,1555.2935082965791,1600.9816645208064,5558.558767387485,0.0007128896457825362
19,1.5,1526.5220328159737,1576.717394270161,4564.958747515388,0.0006840622763423389
20,1.5,1343.9199449864188,1387.7123202631956,5046.678828140469,0.0006545084971874735
21,1.5,1152.9480407679825,1208.3360812810392,4864.9976742631725,0.0006243449435824271
22,1.5,1049.4203827026859,1102.8205809426322,4591.431368573826,0.0005936906572928622
23,1.5,1021.1164445029,1067.1884552719807,4791.9921801923165,0.000562666616782152
24,1.5,864.8244613498638,904.7117743434676,5396.799722076009,0.0005313952597646566
25,1.5,825.821432458349,864.0347296692349,4282.144320807395,0.0004999999999999998
26,1.5,757.6016209438759,795.9612484186187,4805.194192317524,0.00046860474023534314
27,1.5,718.9914135476056,755.513936115556,4182.963454383415,0.00043733338321784774
28,1.5,620.5463197656699,658.0651435261134,4156.4420125076595,0.00040630934270713756
29,1.5,693.5101465081867,741.8432478168813,5519.180353605984,0.00037565505641757246
30,1.5,602.0459588423448,636.7719082944501,5387.430917017685,0.00034549150281252633
31,1.5,609.2161092752707,645.5693862223447,4031.8824819606907,0.00031593772365766105
32,1.5,700.8073257034836,735.7097250609581,4635.504827138089,0.00028711035421746355
33,1.5,616.568390400329,647.9486495087493,4553.758832841922,0.0002591231629491422
34,1.5,573.2374256372589,602.1147584198401,4205.0544932996545,0.00023208660251050145
35,1.5,585.7911392010565,615.5053952907052,4484.4214238305785,0.00020610737385376337
36,1.5,548.9480095325498,581.8608107093553,4999.023342313427,0.00018128800512565502
37,1.5,489.10076564629054,519.5483901285947,4503.409958755863,0.00015772644703565555
38,1.5,485.3159090043209,513.4871349936577,4538.929753882567,0.00013551568628929425
39,1.5,492.4800736147716,521.3148808263187,4443.156473284391,0.00011474337861210535
