epoch,nasa_weight,train_loss,train_weighted_loss,val_loss,learning_rate
1,3.0,301512.1734079174,303999.50455393,369722.4363710963,0.0009990133642141358
2,3.0,292955.85382601834,294948.26588496845,354079.3873315286,0.000996057350657239
3,3.0,275248.77978879807,276572.61311316694,325494.38949577627,0.0009911436253643444
4,3.0,247281.21092405336,248468.79504625645,284749.6185165382,0.0009842915805643156
5,3.0,209860.93850401606,210804.212044607,233220.6653507592,0.0009755282581475769
6,3.0,167816.45583673983,170292.98611409924,179301.8967125134,0.0009648882429441258
7,3.0,122921.64807444061,123664.02650781698,127520.0314156497,0.0009524135262330099
8,3.0,81793.44545593087,82133.67085081397,82854.05833624752,0.0009381533400219318
9,3.0,50880.71083440907,51178.13326520367,50121.09115685264,0.0009221639627510075
10,3.0,30109.449959996236,30354.439713093445,31342.973365201942,0.0009045084971874736
11,3.0,17531.601916034673,17766.283049609152,21146.38426872922,0.0008852566213878945
12,3.0,11214.089213438576,11540.612877850688,12092.134727006294,0.0008644843137107056
13,3.0,6782.471890351585,7027.625218227822,10476.738146897978,0.0008422735529643443
14,3.0,4537.672389894399,4753.1632828748025,6567.310180410694,0.0008187119948743448
15,3.0,3565.660483311595,3807.6850260976944,5848.770596358149,0.0007938926261462366
16,3.0,2640.008087175712,2834.311595573141,7569.108249536789,0.0007679133974894982
17,3.0,1977.1585198214734,2136.600198646147,4892.925009342633,0.0007408768370508576
18,3.0,1503.5515072286917,1658.8518962849164,6024.041712495264,0.0007128896457825362
19,3.0,1438.6846794964456,1624.81367924264,5841.864275895015,0.0006840622763423389
20,3.0,1321.799490722376,1461.1120099818918,5175.830225518835,0.0006545084971874735
21,3.0,1149.6326675633898,1320.9323634521345,5386.080110729535,0.0006243449435824271
22,3.0,1088.995139038296,1255.0353205511778,4245.316845991165,0.0005936906572928622
23,3.0,960.8077136251479,1100.77517029614,5268.545764365518,0.000562666616782152
24,3.0,825.2883821138348,961.7879492999901,6289.0748991379705,0.0005313952597646566
25,3.0,774.7866639549269,912.9439146793648,4585.090832740895,0.0004999999999999998
26,3.0,741.5698981752904,871.8123050586834,6229.346010867805,0.00046860474023534314
27,3.0,705.1585934628581,822.509874843963,4825.771683282666,0.00043733338321784774
28,3.0,580.7362170501201,701.6667106483972,4817.249628881713,0.00040630934270713756
29,3.0,663.5505741926971,813.0691930318932,5918.148270503439,0.00037565505641757246
30,3.0,593.461174322009,710.3362802493456,6622.320290536945,0.00034549150281252633
