epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,0.8489205837249756,,,,,
0,19,,0.7813901305198669,,,,,
0,29,,0.6618960499763489,,,,,
0,39,,0.6683993935585022,,,,,
0,49,,0.5348292589187622,,,,,
0,49,,,0.4460924565792084,86148.859375,0.4559992253780365,1.4996355772018433,0.4559992253780365
0,49,0.7368282079696655,,,,,,
1,59,,0.4500618577003479,,,,,
1,69,,0.444155752658844,,,,,
1,79,,0.3150023818016052,,,,,
1,89,,0.32637855410575867,,,,,
1,99,,0.3070616126060486,,,,,
1,99,,,0.20598915219306946,758076.375,0.2071729153394699,0.5238826274871826,0.2071729153394699
1,99,0.38226523995399475,,,,,,
2,109,,0.27265363931655884,,,,,
2,119,,0.21749694645404816,,,,,
2,129,,0.17036816477775574,,,,,
2,139,,0.1678813397884369,,,,,
2,149,,0.1577073037624359,,,,,
2,149,,,0.09199073910713196,239680.453125,0.09521524608135223,0.31980952620506287,0.09521524608135223
2,149,0.20377609133720398,,,,,,
3,159,,0.15951400995254517,,,,,
3,169,,0.11469688266515732,,,,,
3,179,,0.15774308145046234,,,,,
3,189,,0.12353447079658508,,,,,
3,199,,0.14276377856731415,,,,,
3,199,,,0.08346565812826157,193259.625,0.08671969920396805,0.2998120188713074,0.08671969920396805
3,199,0.14633961021900177,,,,,,
4,209,,0.13351894915103912,,,,,
4,219,,0.12153127789497375,,,,,
4,229,,0.1474328190088272,,,,,
4,239,,0.11116152256727219,,,,,
4,249,,0.10702783614397049,,,,,
4,249,,,0.0680975690484047,175942.75,0.07139189541339874,0.26635023951530457,0.07139189541339874
4,249,0.12637078762054443,,,,,,
5,259,,0.10509941726922989,,,,,
5,269,,0.09634026885032654,,,,,
5,279,,0.10770346224308014,,,,,
5,289,,0.10268691927194595,,,,,
5,299,,0.11252178251743317,,,,,
5,299,,,0.054606691002845764,151260.125,0.05785619840025902,0.23354850709438324,0.05785619840025902
5,299,0.11129017919301987,,,,,,
6,309,,0.1028575450181961,,,,,
6,319,,0.11469416320323944,,,,,
6,329,,0.10487974435091019,,,,,
6,339,,0.10122939944267273,,,,,
6,349,,0.08975076675415039,,,,,
6,349,,,0.04907732829451561,132411.625,0.052549153566360474,0.22053101658821106,0.052549153566360474
6,349,0.10460446029901505,,,,,,
7,359,,0.08169292658567429,,,,,
7,369,,0.09992937743663788,,,,,
7,379,,0.08178506791591644,,,,,
7,389,,0.09082479029893875,,,,,
7,399,,0.13955916464328766,,,,,
7,399,,,0.04060301184654236,130227.6875,0.04398323595523834,0.19986362755298615,0.04398323595523834
7,399,0.09516170620918274,,,,,,
8,409,,0.12906219065189362,,,,,
8,419,,0.10032301396131516,,,,,
8,429,,0.0868963748216629,,,,,
8,439,,0.08818069100379944,,,,,
8,449,,0.08111677318811417,,,,,
8,449,,,0.036947011947631836,122511.5703125,0.04047273099422455,0.19334639608860016,0.04047273099422455
8,449,0.091659776866436,,,,,,
9,459,,0.08917605131864548,,,,,
9,469,,0.08008597046136856,,,,,
9,479,,0.09173569083213806,,,,,
9,489,,0.07049346715211868,,,,,
9,499,,0.07079799473285675,,,,,
9,499,,,0.034928422421216965,94692.203125,0.03855070099234581,0.1788635402917862,0.03855070099234581
9,499,0.08423326164484024,,,,,,
10,509,,0.08503208309412003,,,,,
10,519,,0.08777932077646255,,,,,
10,529,,0.08312754333019257,,,,,
10,539,,0.0681329295039177,,,,,
10,549,,0.1011834666132927,,,,,
10,549,,,0.03370687738060951,112143.90625,0.037242427468299866,0.18681785464286804,0.037242427468299866
10,549,0.08087468147277832,,,,,,
11,559,,0.08181577920913696,,,,,
11,569,,0.08420608937740326,,,,,
11,579,,0.0637613832950592,,,,,
11,589,,0.07010586559772491,,,,,
11,599,,0.0706445574760437,,,,,
11,599,,,0.03578348830342293,146928.15625,0.03920241817831993,0.2040593922138214,0.03920241817831993
11,599,0.07892181724309921,,,,,,
12,609,,0.06783103942871094,,,,,
12,619,,0.06888600438833237,,,,,
12,629,,0.06525609642267227,,,,,
12,639,,0.08418112993240356,,,,,
12,649,,0.07693331688642502,,,,,
12,649,,,0.031195949763059616,97052.171875,0.03475455567240715,0.18408767879009247,0.03475455567240715
12,649,0.07635846734046936,,,,,,
13,659,,0.07105442881584167,,,,,
13,669,,0.07642298936843872,,,,,
13,679,,0.08489864319562912,,,,,
13,689,,0.07473468780517578,,,,,
13,699,,0.056649208068847656,,,,,
13,699,,,0.029921377077698708,97915.671875,0.03326662257313728,0.18407370150089264,0.03326662257313728
13,699,0.07409718632698059,,,,,,
14,709,,0.07956573367118835,,,,,
14,719,,0.07747308164834976,,,,,
14,729,,0.06789082288742065,,,,,
14,739,,0.06751016527414322,,,,,
14,749,,0.07040659338235855,,,,,
14,749,,,0.03537245839834213,141647.171875,0.03863513842225075,0.21113444864749908,0.03863513842225075
14,749,0.07032790780067444,,,,,,
15,759,,0.07013199478387833,,,,,
15,769,,0.06409583985805511,,,,,
15,779,,0.05914367735385895,,,,,
15,789,,0.06860345602035522,,,,,
15,799,,0.065828338265419,,,,,
15,799,,,0.033739566802978516,109503.1953125,0.03704842925071716,0.20347429811954498,0.03704842925071716
15,799,0.06748715043067932,,,,,,
16,809,,0.06499014794826508,,,,,
16,819,,0.08102061599493027,,,,,
16,829,,0.06478187441825867,,,,,
16,839,,0.057719312608242035,,,,,
16,849,,0.07211577147245407,,,,,
16,849,,,0.03202762082219124,96394.59375,0.03535919636487961,0.1947546750307083,0.03535919636487961
16,849,0.06587019562721252,,,,,,
