nasa_weight,best_checkpoint_path,last_checkpoint_path,best_val_loss,overall_n,overall_mae,overall_rmse,overall_r2,hnei_n,hnei_mae,hnei_rmse,hnei_r2,nasa_n,nasa_mae,nasa_rmse,nasa_r2,balanced_norm_rmse,worst_source_norm_rmse
12.0,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_12p0/balanced_tft_nasa_weight_12p0-epoch=04-val_loss=40.9028.ckpt,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_12p0/last.ckpt,40.90284729003906,2899,19.720060348510746,24.608170853476825,0.9952250719070436,2213,17.016769409179688,20.25609204996657,0.996160626411438,686,28.440736770629883,35.148790875362984,0.6532496213912964,0.099080052664488,0.180250209617246
4.0,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_4p0/balanced_tft_nasa_weight_4p0-epoch=03-val_loss=27.1585.ckpt,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_4p0/last.ckpt,27.158462524414062,2899,26.74071311950684,30.925786924102677,0.9924586415290833,2213,26.11764907836914,28.884242044349417,0.9921932220458984,686,28.750688552856445,36.74653204300373,0.6210089921951294,0.106991214807149,0.1884437540666858
10.0,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_10p0/balanced_tft_nasa_weight_10p0-epoch=07-val_loss=39.1687.ckpt,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_10p0/last.ckpt,39.168678283691406,2899,19.868946075439453,25.714900418154937,0.9947859048843384,2213,16.519371032714844,20.07809308120031,0.9962278008460999,686,30.67449951171875,38.651749813842514,0.5806906819343567,0.10798330769296503,0.1982141016094488
8.0,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_8p0/balanced_tft_nasa_weight_8p0-epoch=07-val_loss=48.7144.ckpt,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_8p0/last.ckpt,48.71443939208984,2899,26.065723419189453,34.02375053673445,0.990872085094452,2213,19.379793167114254,22.466946207150627,0.9952768087387084,686,47.63417816162109,57.128643295335,0.0839820504188537,0.1564160377188743,0.2929674015145385
14.0,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_14p0/balanced_tft_nasa_weight_14p0-epoch=02-val_loss=71.4010.ckpt,/Users/jihyun/Desktop/cmu/Deep Learning/Project/DLProj/model_checkpoints/balanced_tft_weight_sweep/nasa_weight_14p0/last.ckpt,71.40098571777344,2899,22.147897720336914,33.135692554913504,0.9913423657417297,2213,13.838117599487305,17.85272578950437,0.9970176219940186,686,48.954811096191406,60.09831829034923,-0.013726592063903809,0.16199070374603444,0.308196504053073
