epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,7,,,0.5012156963348389,4191424.25,0.5536311268806458,1.1438437700271606,0.5536311268806458
0,7,0.5593580603599548,,,,,,
1,9,,0.6575812101364136,,,,,
1,15,,,0.49989983439445496,4178418.0,0.552308201789856,1.1435269117355347,0.552308201789856
1,15,0.5539884567260742,,,,,,
2,19,,0.5337153673171997,,,,,
2,23,,,0.49857962131500244,4165322.75,0.5509827733039856,1.1432318687438965,0.5509827733039856
2,23,0.5537461042404175,,,,,,
3,29,,0.5999213457107544,,,,,
3,31,,,0.4972583055496216,4152206.25,0.5496578812599182,1.1429362297058105,0.5496578812599182
3,31,0.5383791327476501,,,,,,
4,39,,0.5787305235862732,,,,,
4,39,,,0.4959412217140198,4139124.25,0.5483388304710388,1.1426376104354858,0.5483388304710388
4,39,0.5445019006729126,,,,,,
5,47,,,0.49462592601776123,4126108.0,0.5470228791236877,1.1423165798187256,0.5470228791236877
5,47,0.5389647483825684,,,,,,
