direction,stage,mae_cycles,rmse_cycles,r2_cycles,mae_scaled,rmse_scaled,r2_scaled
hnei_to_nasa,source_test,50.94317626953125,66.33633819879569,0.9579449892044068,0.0450028106570243,0.058601005422886,0.9579449892044068
hnei_to_nasa,target_zero_shot,70.81428527832031,87.56688013223807,-6.6810455322265625,0.3612974286079407,0.446769789334826,-6.681046009063721
hnei_to_nasa,target_fine_tuned,67.55510711669922,83.7906559434732,-6.032856464385986,0.3446689248085022,0.4275033405240364,-6.0328569412231445
nasa_to_hnei,source_test,21.6652774810791,26.99346731770543,0.2701091170310974,0.1105371192097663,0.1377217693478284,0.2701090574264526
nasa_to_hnei,target_zero_shot,478.7241821289063,552.954931481762,-1.9220952987670896,0.4229012727737427,0.4884760811249299,-1.9220950603485107
nasa_to_hnei,target_fine_tuned,415.21087646484375,476.2717842786826,-1.1678271293640137,0.3667940497398376,0.4207348074003241,-1.1678268909454346
