epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,0.4196769893169403,,,,,
0,19,,0.3970973789691925,,,,,
0,29,,0.42462313175201416,,,,,
0,29,,,0.33094072341918945,659605.625,0.3382393717765808,0.8211485147476196,0.3382393717765808
0,29,0.39385494589805603,,,,,,
1,39,,0.3969425857067108,,,,,
1,49,,0.38757699728012085,,,,,
1,59,,0.38934126496315,,,,,
1,59,,,0.32473286986351013,674551.875,0.3323623239994049,0.7864780426025391,0.3323623239994049
1,59,0.38205486536026,,,,,,
