nasa_weight,hnei_weight,best_epoch,best_val_loss,test_mse,output_dir,checkpoint_path,overall_mae,overall_rmse,overall_r2,hnei_n,hnei_mae,hnei_rmse,hnei_r2,nasa_n,nasa_mae,nasa_rmse,nasa_r2
1.0,1.0,28,3898.5817304748307,15651.466075161046,tft_nasa_weight_sweep/nasa_weight_1p0,tft_nasa_weight_sweep/nasa_weight_1p0/checkpoints/best_model.pt,81.35870361328125,125.10582239398373,0.8580294251441956,4213,86.77790069580078,130.0250126177652,0.8323667049407959,347,15.563218116760254,20.341444221769105,0.7601195573806763
1.5,1.0,31,4031.8824819606907,11479.579761384663,tft_nasa_weight_sweep/nasa_weight_1p5,tft_nasa_weight_sweep/nasa_weight_1p5/checkpoints/best_model.pt,76.49612426757812,107.14280682662509,0.8958715796470642,4213,81.45135498046875,111.32468525387799,0.8771176338195801,347,16.3336181640625,19.679892968607817,0.7754687666893005
2.0,1.0,28,3797.9575862805345,6050.20510692931,tft_nasa_weight_sweep/nasa_weight_2p0,tft_nasa_weight_sweep/nasa_weight_2p0/checkpoints/best_model.pt,58.890384674072266,77.7830610727281,0.945120096206665,4213,62.416603088378906,80.72475055125597,0.9353870153427124,347,16.07781219482422,19.723078281407577,0.774482250213623
3.0,1.0,22,4245.316845991165,10601.390674898917,tft_nasa_weight_sweep/nasa_weight_3p0,tft_nasa_weight_sweep/nasa_weight_3p0/checkpoints/best_model.pt,72.6791763305664,102.96305940269306,0.9038373827934265,4213,77.24799346923828,106.95390453514308,0.8865773677825928,347,17.208187103271484,20.739550797574093,0.7506381869316101
4.0,1.0,31,4425.048020826043,14243.646275891755,tft_nasa_weight_sweep/nasa_weight_4p0,tft_nasa_weight_sweep/nasa_weight_4p0/checkpoints/best_model.pt,80.14620971679688,119.34674485637427,0.8707994222640991,4213,85.57501983642578,124.05700948178018,0.8474018573760986,347,14.233943939208984,17.994280436237755,0.8122844696044922
