epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,0.29683685302734375,,,,,
0,19,,0.25563135743141174,,,,,
0,23,,,0.250772625207901,932822.5625,0.28716468811035156,0.8330468535423279,0.28716468811035156
0,23,0.30181851983070374,,,,,,
1,29,,0.1455071121454239,,,,,
1,39,,0.15031297504901886,,,,,
1,47,,,0.23057220876216888,1122655.25,0.26267004013061523,0.7680264115333557,0.26267004013061523
1,47,0.14962558448314667,,,,,,
2,49,,0.13148553669452667,,,,,
2,59,,0.2023639976978302,,,,,
2,69,,0.12702548503875732,,,,,
2,71,,,0.2508876919746399,890125.125,0.2884806990623474,0.8190908432006836,0.2884806990623474
2,71,0.1419476866722107,,,,,,
3,79,,0.18519657850265503,,,,,
3,89,,0.11726883798837662,,,,,
3,95,,,0.23469926416873932,944650.0,0.2700154781341553,0.7872093319892883,0.2700154781341553
3,95,0.14147810637950897,,,,,,
4,99,,0.1282176822423935,,,,,
4,109,,0.13958103954792023,,,,,
4,119,,0.15398362278938293,,,,,
4,119,,,0.27225568890571594,345778.21875,0.31415000557899475,1.079309344291687,0.31415000557899475
4,119,0.1350952833890915,,,,,,
